state,yr,qtr,index_nsa,index_sa,Warning
TN,2019,4,282.78,282.52,
TN,2020,1,286.80,288.22,
TN,2020,2,294.89,291.95,
TN,2020,3,306.26,304.02,
TN,2020,4,315.90,315.58,
TN,2021,1,330.00,331.54,
TN,2021,2,354.75,351.31,
TN,2021,3,374.39,371.64,
TN,2021,4,392.03,391.64,
TX,1991,1,100.00,100.00,
TX,1991,2,100.69,100.10,
TX,1991,3,101.06,100.32,
TX,1991,4,100.57,100.12,
TX,1992,1,101.93,101.92,
TX,1992,2,102.26,101.67,
TX,1992,3,103.40,102.64,
TX,1992,4,104.09,103.63,
TX,1993,1,103.95,103.94,
TX,1993,2,105.70,105.09,
TX,1993,3,106.97,106.17,
TX,1993,4,107.84,107.39,
TX,1994,1,108.48,108.46,
TX,1994,2,109.65,108.99,
TX,1994,3,110.30,109.47,
TX,1994,4,110.38,109.95,
TX,1995,1,110.41,110.38,
TX,1995,2,111.51,110.83,
TX,1995,3,112.49,111.62,
TX,1995,4,112.70,112.32,
TX,1996,1,112.97,112.93,
TX,1996,2,114.21,113.47,
TX,1996,3,114.89,114.00,
TX,1996,4,114.59,114.26,
TX,1997,1,114.89,114.84,
TX,1997,2,116.45,115.66,
TX,1997,3,117.22,116.30,
TX,1997,4,117.97,117.67,
TX,1998,1,119.65,119.61,
TX,1998,2,121.87,121.00,
TX,1998,3,124.04,123.07,
TX,1998,4,125.15,124.88,
TX,1999,1,126.71,126.68,
TX,1999,2,129.79,128.81,
TX,1999,3,131.75,130.71,
TX,1999,4,133.37,133.10,
TX,2000,1,135.67,135.66,
TX,2000,2,138.79,137.71,
TX,2000,3,141.24,140.12,
TX,2000,4,142.39,142.12,
TX,2001,1,143.84,143.86,
TX,2001,2,146.72,145.55,
TX,2001,3,147.85,146.67,
TX,2001,4,147.97,147.71,
TX,2002,1,148.83,148.88,
TX,2002,2,151.72,150.46,
TX,2002,3,152.55,151.33,
TX,2002,4,152.86,152.62,
TX,2003,1,153.32,153.38,
TX,2003,2,155.28,153.96,
TX,2003,3,156.18,154.92,
TX,2003,4,156.09,155.86,
TX,2004,1,157.09,157.17,
TX,2004,2,160.03,158.64,
TX,2004,3,161.33,160.02,
TX,2004,4,161.76,161.55,
TX,2005,1,163.37,163.49,
TX,2005,2,167.44,165.94,
TX,2005,3,169.89,168.47,
TX,2005,4,171.38,171.19,
TX,2006,1,173.93,174.14,
TX,2006,2,177.89,176.21,
TX,2006,3,180.36,178.79,
TX,2006,4,182.26,182.11,
TX,2007,1,184.52,184.90,
TX,2007,2,188.38,186.43,
TX,2007,3,189.43,187.70,
TX,2007,4,188.65,188.60,
TX,2008,1,187.52,188.10,
TX,2008,2,189.81,187.61,
TX,2008,3,190.09,188.30,
TX,2008,4,186.10,186.15,
TX,2009,1,185.35,186.14,
TX,2009,2,188.51,186.06,
TX,2009,3,188.11,186.28,
TX,2009,4,187.25,187.43,
TX,2010,1,186.43,187.39,
TX,2010,2,190.21,187.49,
TX,2010,3,188.68,186.87,
TX,2010,4,182.96,183.21,
TX,2011,1,181.91,182.92,
TX,2011,2,186.57,183.75,
TX,2011,3,185.53,183.77,
TX,2011,4,185.10,185.44,
TX,2012,1,186.31,187.32,
TX,2012,2,192.52,189.53,
TX,2012,3,194.87,193.08,
TX,2012,4,195.85,196.26,
TX,2013,1,197.89,198.85,
TX,2013,2,205.50,202.36,
TX,2013,3,207.15,205.22,
TX,2013,4,209.01,209.57,
TX,2014,1,213.01,213.88,
TX,2014,2,218.34,215.07,
TX,2014,3,222.02,219.95,
TX,2014,4,222.63,223.32,
TX,2015,1,226.93,227.66,
TX,2015,2,234.74,231.34,
TX,2015,3,237.17,234.93,
TX,2015,4,237.72,238.59,
TX,2016,1,242.01,242.58,
TX,2016,2,250.12,246.59,
TX,2016,3,253.63,251.29,
TX,2016,4,253.53,254.49,
TX,2017,1,258.39,258.78,
TX,2017,2,268.43,264.79,
TX,2017,3,270.71,268.27,
TX,2017,4,271.90,272.87,
TX,2018,1,276.83,277.11,
TX,2018,2,284.21,280.52,
TX,2018,3,285.73,283.24,
TX,2018,4,285.59,286.43,
TX,2019,1,290.25,290.44,
TX,2019,2,297.14,293.51,
TX,2019,3,299.01,296.43,
TX,2019,4,299.92,300.63,
TX,2020,1,305.09,305.24,
TX,2020,2,310.92,307.35,
TX,2020,3,319.65,316.87,
TX,2020,4,327.88,328.48,
TX,2021,1,342.65,342.82,
TX,2021,2,364.07,360.11,
TX,2021,3,380.95,377.54,
TX,2021,4,391.35,391.96,
UT,1991,1,100.00,100.00,
UT,1991,2,101.47,100.64,
UT,1991,3,102.26,101.66,
UT,1991,4,104.19,103.69,
UT,1992,1,106.10,106.12,
UT,1992,2,109.63,108.73,
UT,1992,3,110.53,109.83,
UT,1992,4,114.59,114.10,
UT,1993,1,117.68,117.72,
UT,1993,2,122.78,121.76,
UT,1993,3,128.43,127.54,
UT,1993,4,133.67,133.17,
UT,1994,1,137.82,137.88,
UT,1994,2,145.23,144.01,
UT,1994,3,149.46,148.32,
UT,1994,4,151.98,151.54,
UT,1995,1,154.69,154.79,
UT,1995,2,157.94,156.53,
UT,1995,3,161.96,160.69,
UT,1995,4,163.76,163.39,
UT,1996,1,167.70,167.79,
UT,1996,2,171.90,170.27,
UT,1996,3,174.16,172.82,
UT,1996,4,175.20,174.89,
UT,1997,1,175.47,175.52,
UT,1997,2,179.15,177.37,
UT,1997,3,179.87,178.60,
UT,1997,4,179.95,179.67,
UT,1998,1,181.83,181.80,
UT,1998,2,185.84,183.95,
UT,1998,3,184.88,183.67,
UT,1998,4,186.80,186.52,
UT,1999,1,187.08,186.94,
UT,1999,2,190.05,188.14,
UT,1999,3,189.82,188.65,
UT,1999,4,190.54,190.25,
UT,2000,1,191.31,191.05,
UT,2000,2,193.75,191.90,
UT,2000,3,194.85,193.65,
UT,2000,4,193.88,193.60,
UT,2001,1,195.73,195.34,
UT,2001,2,197.72,195.99,
UT,2001,3,197.25,195.97,
UT,2001,4,197.23,196.90,
UT,2002,1,198.35,197.93,
UT,2002,2,199.57,197.99,
UT,2002,3,200.35,198.93,
UT,2002,4,202.58,202.17,
UT,2003,1,201.44,201.08,
UT,2003,2,205.54,204.05,
UT,2003,3,207.30,205.71,
UT,2003,4,206.70,206.14,
UT,2004,1,210.10,209.94,
UT,2004,2,215.30,213.79,
UT,2004,3,219.43,217.55,
UT,2004,4,223.51,222.86,
UT,2005,1,227.61,227.69,
UT,2005,2,235.71,234.04,
UT,2005,3,246.43,244.06,
UT,2005,4,255.20,254.54,
UT,2006,1,263.75,264.06,
UT,2006,2,276.24,274.28,
UT,2006,3,287.92,284.77,
UT,2006,4,298.31,297.63,
UT,2007,1,306.72,307.50,
UT,2007,2,318.64,316.19,
UT,2007,3,321.71,317.89,
UT,2007,4,314.85,314.10,
UT,2008,1,310.89,312.29,
UT,2008,2,307.46,304.89,
UT,2008,3,299.56,295.56,
UT,2008,4,285.36,284.80,
UT,2009,1,276.95,278.80,
UT,2009,2,270.64,267.96,
UT,2009,3,268.87,265.07,
UT,2009,4,263.58,263.17,
UT,2010,1,254.64,256.75,
UT,2010,2,259.27,256.40,
UT,2010,3,253.76,249.99,
UT,2010,4,248.72,248.55,
UT,2011,1,235.59,237.79,
UT,2011,2,237.97,234.90,
UT,2011,3,241.30,237.81,
UT,2011,4,237.67,237.74,
UT,2012,1,241.78,243.96,
UT,2012,2,254.29,250.74,
UT,2012,3,257.63,254.03,
UT,2012,4,261.72,262.22,
UT,2013,1,266.61,268.59,
UT,2013,2,280.14,276.00,
UT,2013,3,286.20,282.56,
UT,2013,4,283.02,283.89,
UT,2014,1,286.12,287.59,
UT,2014,2,293.32,289.05,
UT,2014,3,294.33,290.86,
UT,2014,4,294.59,295.72,
UT,2015,1,300.85,301.87,
UT,2015,2,308.97,304.45,
UT,2015,3,313.12,309.84,
UT,2015,4,316.70,317.90,
UT,2016,1,323.34,324.07,
UT,2016,2,334.75,329.94,
UT,2016,3,340.84,337.47,
UT,2016,4,342.14,343.48,
UT,2017,1,350.03,350.56,
UT,2017,2,364.43,359.16,
UT,2017,3,371.93,368.53,
UT,2017,4,375.91,377.31,
UT,2018,1,387.05,387.57,
UT,2018,2,403.51,397.61,
UT,2018,3,407.90,404.22,
UT,2018,4,411.28,412.92,
UT,2019,1,420.03,420.53,
UT,2019,2,434.58,428.15,
UT,2019,3,441.42,437.48,
UT,2019,4,444.02,445.86,
UT,2020,1,461.26,461.76,
UT,2020,2,471.84,464.86,
UT,2020,3,489.63,485.20,
UT,2020,4,514.17,516.43,
UT,2021,1,551.51,552.00,
UT,2021,2,603.75,594.90,
UT,2021,3,637.61,631.77,
UT,2021,4,653.24,656.14,
VA,1991,1,100.00,100.00,
VA,1991,2,99.93,99.32,
VA,1991,3,99.53,99.04,
VA,1991,4,100.54,99.90,
VA,1992,1,101.10,101.11,
VA,1992,2,100.54,99.93,
VA,1992,3,101.40,100.87,
VA,1992,4,101.69,101.08,
VA,1993,1,100.89,100.90,
VA,1993,2,102.06,101.43,
VA,1993,3,102.32,101.74,
VA,1993,4,102.46,101.92,
VA,1994,1,102.50,102.48,
VA,1994,2,103.89,103.25,
VA,1994,3,104.45,103.80,
VA,1994,4,105.11,104.65,
VA,1995,1,104.58,104.53,
VA,1995,2,105.33,104.65,
VA,1995,3,105.98,105.30,
VA,1995,4,105.38,105.00,
VA,1996,1,106.12,106.04,
VA,1996,2,107.12,106.39,
VA,1996,3,107.57,106.88,
VA,1996,4,107.50,107.19,
VA,1997,1,108.23,108.12,
VA,1997,2,108.99,108.18,
VA,1997,3,109.45,108.74,
VA,1997,4,110.12,109.90,
VA,1998,1,110.20,110.08,
VA,1998,2,112.34,111.45,
VA,1998,3,112.88,112.10,
VA,1998,4,114.14,114.00,
VA,1999,1,116.59,116.53,
VA,1999,2,118.19,117.15,
VA,1999,3,119.87,118.98,
VA,1999,4,121.04,120.99,
VA,2000,1,123.18,123.19,
VA,2000,2,126.96,125.77,
VA,2000,3,129.24,128.17,
VA,2000,4,130.33,130.35,
VA,2001,1,133.99,134.10,
VA,2001,2,138.38,137.02,
VA,2001,3,141.51,140.23,
VA,2001,4,142.54,142.61,
VA,2002,1,145.36,145.56,
VA,2002,2,151.17,149.69,
VA,2002,3,154.46,153.00,
VA,2002,4,156.50,156.55,
VA,2003,1,160.11,160.40,
VA,2003,2,166.65,164.98,
VA,2003,3,171.30,169.70,
VA,2003,4,175.41,175.45,
VA,2004,1,180.41,180.75,
VA,2004,2,188.86,186.93,
VA,2004,3,196.62,194.82,
VA,2004,4,202.51,202.61,
VA,2005,1,209.80,210.14,
VA,2005,2,220.21,217.91,
VA,2005,3,228.21,226.02,
VA,2005,4,233.06,233.48,
VA,2006,1,238.30,238.61,
VA,2006,2,243.94,241.29,
VA,2006,3,244.21,241.69,
VA,2006,4,245.54,246.28,
VA,2007,1,247.03,247.48,
VA,2007,2,250.23,247.24,
VA,2007,3,246.81,244.08,
VA,2007,4,237.00,237.87,
VA,2008,1,233.32,234.15,
VA,2008,2,228.56,225.51,
VA,2008,3,222.95,220.28,
VA,2008,4,210.30,211.16,
VA,2009,1,210.73,211.95,
VA,2009,2,215.01,211.83,
VA,2009,3,215.12,212.33,
VA,2009,4,214.19,215.09,
VA,2010,1,208.21,209.94,
VA,2010,2,214.45,210.94,
VA,2010,3,209.65,206.78,
VA,2010,4,204.21,205.06,
VA,2011,1,199.37,201.42,
VA,2011,2,204.89,201.22,
VA,2011,3,205.30,202.54,
VA,2011,4,200.13,200.90,
VA,2012,1,200.49,202.78,
VA,2012,2,208.64,204.70,
VA,2012,3,209.37,206.62,
VA,2012,4,208.90,209.75,
VA,2013,1,207.49,209.79,
VA,2013,2,218.85,214.66,
VA,2013,3,218.49,215.77,
VA,2013,4,213.72,214.58,
VA,2014,1,214.14,216.34,
VA,2014,2,221.64,217.42,
VA,2014,3,221.07,218.52,
VA,2014,4,220.69,221.54,
VA,2015,1,219.92,221.93,
VA,2015,2,226.53,222.30,
VA,2015,3,226.14,223.80,
VA,2015,4,225.45,226.15,
VA,2016,1,226.79,228.64,
VA,2016,2,235.04,230.81,
VA,2016,3,235.37,233.10,
VA,2016,4,234.46,235.12,
VA,2017,1,234.82,236.45,
VA,2017,2,244.62,240.41,
VA,2017,3,245.47,243.28,
VA,2017,4,244.19,244.75,
VA,2018,1,249.38,250.92,
VA,2018,2,255.29,251.05,
VA,2018,3,256.17,253.99,
VA,2018,4,255.87,256.45,
VA,2019,1,257.84,259.09,
VA,2019,2,267.36,263.17,
VA,2019,3,268.33,266.14,
VA,2019,4,268.98,269.53,
VA,2020,1,275.79,276.89,
VA,2020,2,280.17,275.97,
VA,2020,3,288.96,286.66,
VA,2020,4,297.82,298.43,
VA,2021,1,308.06,309.01,
VA,2021,2,326.22,321.57,
VA,2021,3,333.75,331.13,
VA,2021,4,337.81,338.44,
VT,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1991,2,99.95,99.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1991,3,98.51,98.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1991,4,98.46,98.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1992,1,100.02,100.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1992,2,101.14,100.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1992,3,100.34,100.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1992,4,101.21,101.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1993,1,101.34,101.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1993,2,101.52,101.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1993,3,100.64,100.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1993,4,101.83,102.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1994,1,102.12,102.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1994,2,102.55,102.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1994,3,102.71,102.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1994,4,99.60,100.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1995,1,97.77,98.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1995,2,103.49,103.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1995,3,102.52,102.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1995,4,98.32,98.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1996,1,105.02,105.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1996,2,103.77,103.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1996,3,102.29,101.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1996,4,102.41,102.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1997,1,101.69,102.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1997,2,101.78,101.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1997,3,103.42,102.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1997,4,103.62,103.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1998,1,105.08,105.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1998,2,106.05,105.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1998,3,107.24,106.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1998,4,109.05,109.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1999,1,107.18,108.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1999,2,112.20,112.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1999,3,116.01,115.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,1999,4,115.84,115.87,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2000,1,117.61,118.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2000,2,120.93,120.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2000,3,124.95,123.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2000,4,126.87,126.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2001,1,127.38,129.09,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2001,2,134.79,134.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2001,3,136.20,134.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2001,4,138.11,138.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2002,1,139.86,141.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2002,2,144.61,144.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2002,3,149.04,147.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2002,4,149.63,149.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2003,1,149.66,152.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2003,2,154.88,154.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2003,3,161.20,159.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2003,4,164.17,164.23,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2004,1,167.41,170.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2004,2,179.95,179.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2004,3,183.80,182.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2004,4,188.32,188.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2005,1,192.24,195.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2005,2,200.22,199.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2005,3,206.81,205.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2005,4,208.13,208.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2006,1,204.30,207.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2006,2,214.46,213.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2006,3,215.18,214.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2006,4,217.60,217.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2007,1,213.04,215.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2007,2,218.98,217.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2007,3,219.37,218.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2007,4,214.96,215.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2008,1,216.20,218.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2008,2,214.16,213.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2008,3,210.50,209.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2008,4,211.88,212.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2009,1,208.44,209.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2009,2,212.72,212.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2009,3,211.40,210.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2009,4,205.35,206.86,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2010,1,208.38,208.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2010,2,203.84,203.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2010,3,203.27,202.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2010,4,201.20,203.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2011,1,202.80,202.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2011,2,200.24,200.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2011,3,197.73,196.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2011,4,205.99,208.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2012,1,205.24,205.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2012,2,201.67,201.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2012,3,205.74,203.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2012,4,199.90,203.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2013,1,205.86,206.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2013,2,206.22,205.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2013,3,211.17,207.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2013,4,204.77,208.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2014,1,202.22,203.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2014,2,211.79,210.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2014,3,210.80,207.33,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2014,4,199.84,204.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2015,1,204.64,206.29,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2015,2,215.44,213.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2015,3,216.44,212.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2015,4,206.59,210.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2016,1,207.78,209.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2016,2,214.25,212.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2016,3,219.29,216.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2016,4,211.63,215.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2017,1,222.85,224.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2017,2,222.56,220.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2017,3,224.27,221.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2017,4,228.97,232.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2018,1,224.86,226.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2018,2,231.44,229.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2018,3,234.56,232.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2018,4,234.38,237.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2019,1,238.65,240.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2019,2,244.22,242.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2019,3,247.71,246.13,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2019,4,245.68,248.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2020,1,255.99,257.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2020,2,251.28,249.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2020,3,261.77,260.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2020,4,272.76,274.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2021,1,284.62,286.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2021,2,307.75,306.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2021,3,322.12,320.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
VT,2021,4,327.47,329.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
WA,1991,1,100.00,100.00,
WA,1991,2,101.56,100.72,
WA,1991,3,101.99,100.64,
WA,1991,4,103.66,102.95,
WA,1992,1,103.82,103.83,
WA,1992,2,105.38,104.47,
WA,1992,3,107.51,106.11,
WA,1992,4,108.17,107.47,
WA,1993,1,108.25,108.25,
WA,1993,2,110.64,109.62,
WA,1993,3,112.89,111.42,
WA,1993,4,113.79,113.13,
WA,1994,1,114.91,114.91,
WA,1994,2,118.00,116.82,
WA,1994,3,119.21,117.66,
WA,1994,4,118.83,118.27,
WA,1995,1,119.78,119.75,
WA,1995,2,119.76,118.44,
WA,1995,3,120.72,119.17,
WA,1995,4,120.54,120.12,
WA,1996,1,120.68,120.59,
WA,1996,2,122.82,121.35,
WA,1996,3,123.69,122.18,
WA,1996,4,123.09,122.76,
WA,1997,1,124.15,123.97,
WA,1997,2,127.30,125.71,
WA,1997,3,129.54,128.05,
WA,1997,4,129.95,129.66,
WA,1998,1,132.70,132.38,
WA,1998,2,136.83,135.11,
WA,1998,3,138.15,136.64,
WA,1998,4,139.33,139.07,
WA,1999,1,141.27,140.79,
WA,1999,2,144.96,143.16,
WA,1999,3,146.35,144.83,
WA,1999,4,147.50,147.22,
WA,2000,1,149.76,149.14,
WA,2000,2,152.07,150.24,
WA,2000,3,153.45,151.89,
WA,2000,4,154.27,153.96,
WA,2001,1,156.91,156.21,
WA,2001,2,159.51,157.65,
WA,2001,3,161.52,159.87,
WA,2001,4,161.64,161.26,
WA,2002,1,164.45,163.80,
WA,2002,2,167.78,165.86,
WA,2002,3,168.94,167.10,
WA,2002,4,171.03,170.62,
WA,2003,1,173.09,172.55,
WA,2003,2,177.14,175.08,
WA,2003,3,180.81,178.71,
WA,2003,4,183.51,183.06,
WA,2004,1,188.82,188.43,
WA,2004,2,196.31,193.96,
WA,2004,3,201.66,199.15,
WA,2004,4,206.94,206.48,
WA,2005,1,213.21,213.00,
WA,2005,2,225.43,222.62,
WA,2005,3,236.42,233.34,
WA,2005,4,241.99,241.49,
WA,2006,1,250.06,250.02,
WA,2006,2,261.06,257.72,
WA,2006,3,266.93,263.26,
WA,2006,4,269.38,268.89,
WA,2007,1,275.35,275.51,
WA,2007,2,280.42,276.71,
WA,2007,3,281.40,277.42,
WA,2007,4,275.66,275.17,
WA,2008,1,269.74,270.10,
WA,2008,2,269.08,265.49,
WA,2008,3,262.37,258.45,
WA,2008,4,249.12,248.67,
WA,2009,1,246.82,247.47,
WA,2009,2,241.85,238.47,
WA,2009,3,237.34,233.64,
WA,2009,4,233.95,233.49,
WA,2010,1,231.34,232.33,
WA,2010,2,232.51,229.11,
WA,2010,3,228.26,224.47,
WA,2010,4,218.81,218.43,
WA,2011,1,210.74,212.02,
WA,2011,2,209.53,206.24,
WA,2011,3,207.51,203.88,
WA,2011,4,201.81,201.63,
WA,2012,1,201.01,202.43,
WA,2012,2,210.62,207.07,
WA,2012,3,214.68,210.80,
WA,2012,4,217.01,217.07,
WA,2013,1,218.84,220.50,
WA,2013,2,228.88,224.67,
WA,2013,3,236.45,232.26,
WA,2013,4,230.81,231.16,
WA,2014,1,233.08,234.75,
WA,2014,2,243.37,238.52,
WA,2014,3,247.52,243.36,
WA,2014,4,245.78,246.51,
WA,2015,1,252.00,253.43,
WA,2015,2,265.43,259.86,
WA,2015,3,269.44,265.25,
WA,2015,4,272.95,274.18,
WA,2016,1,278.80,279.78,
WA,2016,2,292.67,286.38,
WA,2016,3,297.97,293.75,
WA,2016,4,300.22,301.92,
WA,2017,1,309.24,309.58,
WA,2017,2,326.98,319.99,
WA,2017,3,331.56,327.32,
WA,2017,4,333.51,335.58,
WA,2018,1,346.97,346.62,
WA,2018,2,360.85,353.29,
WA,2018,3,363.55,359.33,
WA,2018,4,360.69,363.01,
